"text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"@MA22Als Thank you for reaching out. Please visit our Help Center to learn how to keep your account secure: https://t.co/6Xl5dZXd7q -UP",FALSE,0,"MA22Als",2020-04-03 22:22:47,FALSE,"1242165756428763136","1246201508225372161","572791395","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@ANewJourney3 Hi there. Facebook is a community where everyone uses the name they go by in everyday life. This make… https://t.co/D0hnfkvIYJ",FALSE,0,"ANewJourney3",2020-04-03 22:08:25,TRUE,"1243708269362851840","1246197891158310913","1013648582212247552","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@blingedtiger23 Blingedtiger23, please follow these steps to get back into your account: https://t.co/ZeIulKzILb. -IK",FALSE,0,"blingedtiger23",2020-04-02 13:59:15,FALSE,"1245515412818681857","1245712404010291200","2929043383","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@ALIViral1 Thank you for sending your documents as requested, ALIViral1. We have fewer people available to review I… https://t.co/LPe0ioAx9S",FALSE,0,"ALIViral1",2020-04-02 13:58:54,TRUE,"1243610855612329984","1245712312100503554","3173851258","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@markdeakin Markdeakin, please ensure that you are following this advice when adding your sister's WhatsApp account… https://t.co/82TpH6K1yK",FALSE,0,"markdeakin",2020-04-02 13:58:02,TRUE,"1243610784883781634","1245712096630697984","20099537","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@Mishra_Parimal If you can't connect to WhatsApp, this is usually caused by an issue with your Internet connection… https://t.co/JNuKZ5TFxf",FALSE,0,"Mishra_Parimal",2020-04-02 13:57:38,TRUE,"1243609535530635264","1245711997070495747","553618616","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@1337Duck 1337Duck, we described how you could get back to your Facebook account if we've asked you to confirm your… https://t.co/afpxaZTQam",FALSE,0,"1337Duck",2020-04-02 13:56:52,TRUE,"1245382105976246272","1245711803637628928","274938845","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@GeekyAshLee GeekyAshLee, please make sure that you are using the newest version of the Facebook app or follow thes… https://t.co/DS3Sg8ILFC",FALSE,0,"Facebook",2020-04-02 13:56:15,TRUE,"1244996312799408128","1245711646049222656","2425151","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"It's #CensusDay in the US -- and we're working with @uscensusbureau to get out the count. To help make sure everyon… https://t.co/q1KOMa7OFV",FALSE,165,NA,2020-04-01 17:32:49,TRUE,NA,"1245403759636656133",NA,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Facebook",54,FALSE,FALSE,NA,NA
"@davidemalta We hear you, Davidemalta. Please report this issue to us, and we will have a look:… https://t.co/gT4Swe1IR9",FALSE,0,"davidemalta",2020-04-01 14:56:36,TRUE,"1244870161754206214","1245364444944687104","28266719","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@sid29shobhit @GoI_MeitY Sid29shobhit, we understand that losing your account can be frustrating. If you think that… https://t.co/U4loY6xLvk",FALSE,1,"sid29shobhit",2020-04-01 14:56:07,TRUE,"1245071206778200064","1245364324840833024","1143917853860495361","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@1337Duck We would need more details to be able to assist you further, 1337Duck. What exactly is preventing your fo… https://t.co/Wd2nI0X4qy",FALSE,1,"1337Duck",2020-04-01 14:55:32,TRUE,"1243562855380770817","1245364178962894848","274938845","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@BeauHarrie You can solve login problems by visiting this page: https://t.co/ZeIulKzILb, BeauHarrie. Or follow this… https://t.co/xS4oBVrRDU",FALSE,0,"BeauHarrie",2020-04-01 14:55:07,TRUE,"1243559597962600448","1245364073622978561","1028139861583310848","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@Noviee1511 Noviee1511, please ensure that you have taken all the steps described here: https://t.co/DGc8UaeruX. We… https://t.co/ZwuAelSQqh",FALSE,0,"Noviee1511",2020-04-01 14:54:48,TRUE,"1243544596979777537","1245363995248189445","465103456","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@GeekyAshLee We're trying hard to address all the reports, GeekyAshLee. Please stay with us while we're working on the solution. -IK",FALSE,0,"Facebook",2020-04-01 14:51:01,FALSE,"1244996312799408128","1245363041203392518","2425151","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@Ishant97Ishu We know waiting can be hard, but please allow us some time to verify your request. -IK",FALSE,0,"Ishant97Ishu",2020-04-01 14:50:00,FALSE,"1244995134850076673","1245362783685754888","1742154042","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@tattoosandbones Hi Trevor. If someone is impersonating you on Facebook, please follow these steps to report the ac… https://t.co/Kd4yP6jAUv",FALSE,0,"tattoosandbones",2020-03-31 23:49:12,TRUE,"1242154698708115456","1245136093676068865","248003334","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@keribirder Hi Keri. Thank you for your feedback. Please let us know what we can do to improve your experience thro… https://t.co/7J21klsXjX",FALSE,0,"keribirder",2020-03-31 23:44:49,TRUE,"1241071413022392324","1245134989752074240","1130574290116665346","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@mastoibalouchs Hi Sohail. This could mean someone is trying to access your account. We send confirmation codes whe… https://t.co/yi53ipYQnD",FALSE,1,"mastoibalouchs",2020-03-31 20:15:28,TRUE,"1243747805166022657","1245082302599712768","1180128707475902464","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"We’re never lost if we can find each other. If you need help, or can offer it, visit our support hub:… https://t.co/Z5pIqjnfPq",FALSE,678,NA,2020-03-31 19:11:33,TRUE,NA,"1245066217007632384",NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","Facebook",320,FALSE,FALSE,NA,NA
"@SlytherinSasha Hi SlytherinSasha. Please follow these steps to secure your account: https://t.co/MLhGANiXsm. We hope it helps. -IK",FALSE,0,"SlytherinSasha",2020-03-31 14:35:01,FALSE,"1243245849590796296","1244996626994720768","2201628092","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@GeekyAshLee Thanks for reaching out, GeekyAshLee. Are you following these instructions: https://t.co/rAFjFP5M8Y? -IK",FALSE,0,"GeekyAshLee",2020-03-31 14:33:46,FALSE,"1243243152963706883","1244996312799408128","279260022","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@Ishant97Ishu Ishant97Ishu, please follow this advice if you think that your Facebook Page was hacked:… https://t.co/FP7JZLp5dY",FALSE,0,"Ishant97Ishu",2020-03-31 14:26:47,TRUE,"1243203931150278656","1244994555163729920","1742154042","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"RT @campbell_brown: Journalists are working around the clock to bring us vital information about the coronavirus outbreak. Today, Facebook…",FALSE,0,NA,2020-03-30 13:48:02,FALSE,NA,"1244622414450790402",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","Facebook",62,TRUE,FALSE,NA,NA
"@lolaty34 Hi there. To recover an old facebook account please visit our Help Center: https://t.co/4mftKZFK8W. -UP",FALSE,1,"lolaty34",2020-03-30 00:29:16,FALSE,"1242482130506186753","1244421397520084992","1329157813","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@282Parth Hi Parth. If you're having trouble logging in, please visit our Help Center for troubleshooting tips: https://t.co/1SITPzO0N3. -AM",FALSE,0,"282Parth",2020-03-27 18:33:40,FALSE,"1242146627604770816","1243607135591624705","864271112","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"A man facing challenges with depression finds community and friendship in an unexpected place--a @FacebookGaming st… https://t.co/iwQSKYe9Ro",FALSE,201,NA,2020-03-27 17:56:19,TRUE,NA,"1243597733811769345",NA,"<a href=""https://ads.twitter.com"" rel=""nofollow"">Twitter Ads</a>","Facebook",60,FALSE,FALSE,NA,NA
"@yonathanseleshi Yonathanseleshi, we donated our emergency reserve of 720,000 masks that we had bought in case the… https://t.co/KHTuDW5JIY",FALSE,3,"yonathanseleshi",2020-03-27 15:10:54,TRUE,"1241946941229084672","1243556104920944640","18097208","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",1,FALSE,FALSE,NA,NA
"@eapolsniper We love to hear that, Eapolsniper. Thanks for sharing your thoughts. -IK",FALSE,0,"eapolsniper",2020-03-27 15:10:14,FALSE,"1241946022798131200","1243555937064865793","984033163","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@realnycnative Realnycnative, please mark posts as containing false information by taking these steps:… https://t.co/ndIC1zCV2H",FALSE,1,"realnycnative",2020-03-27 15:09:49,TRUE,"1241890956049289218","1243555834627407872","947864784933924864","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@markperrymedia We love to hear that, Markperrymedia. Please let us know your thoughts here: https://t.co/gRpkfcJ8dA. -IK",FALSE,0,"markperrymedia",2020-03-27 15:09:24,FALSE,"1241548798863826950","1243555728935120897","793236218498654208","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@bowling23 That's what we're here for, Bowling23. It is our goal to help people stay connected and to bring the world closer together. -IK",FALSE,2,"bowling23",2020-03-27 15:09:05,FALSE,"1241543364597518337","1243555648249315328","94553112","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",1,FALSE,FALSE,NA,NA
"@elsie2502 It's important to us that we ensure everyone has all the accurate facts regarding COVID-19. Thank you fo… https://t.co/54rC9ljiyT",FALSE,1,"elsie2502",2020-03-27 15:05:29,TRUE,"1241538048522964992","1243554740903923714","2719138450","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@bcarrz We're dedicated to keeping people safe and informed, Bcarrz. The overview of our work in response to the co… https://t.co/poXTmuWXL8",FALSE,0,"bcarrz",2020-03-27 15:05:07,TRUE,"1241536549113790467","1243554648801206274","607622157","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@laseptiemewilay Laseptiemewilay, we’ve been taking aggressive steps to stop misinformation about COVID-19 from spr… https://t.co/0nuHab7ggh",FALSE,0,"laseptiemewilay",2020-03-27 14:56:57,TRUE,"1241604948913258498","1243552596364644357","590344219","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@mattyigreene Mattyigreene, if you think that content violates our Community Standards, please let us know, and we… https://t.co/uKzYN6QcDK",FALSE,1,"mattyigreene",2020-03-27 14:51:46,TRUE,"1243257998421700612","1243551292687073280","24732076","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@MarthaCassady Hi Cassady. In order to get access again, you can fill out this form through our Help Center: https://t.co/cpMgj61rOp. -UP",FALSE,0,"MarthaCassady",2020-03-27 14:41:08,FALSE,"1240473589528264704","1243548613592018945","1269920280","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@Navinkumar94 Hi there. If you would like to report a problem with Facebook, follow the instructions on our Help Ce… https://t.co/RCyEaAWiwH",FALSE,0,"Navinkumar94",2020-03-26 19:14:09,TRUE,"1241800660221186049","1243254934578987008","403355646","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@MorganNolanx Hi Morgan. If you think your account has been hacked or taken over, you can visit this page to secure… https://t.co/dbeT6Ot9b3",FALSE,0,"MorganNolanx",2020-03-26 19:13:00,TRUE,"1241787581085503489","1243254643053883392","43913029","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@KeshanSandeepa2 Hi Keshan. If you're having trouble logging in, please visit our Help Center for troubleshooting t… https://t.co/QsUf3uRL6h",FALSE,0,"KeshanSandeepa2",2020-03-26 19:12:40,TRUE,"1241458935187394561","1243254559562027008","2254724022","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@LukeWar96193626 Hi Luke. If you're having trouble signing up or think your name was rejected by mistake, please vi… https://t.co/Dpq2dAUdYR",FALSE,0,"LukeWar96193626",2020-03-26 19:11:38,TRUE,"1241791760986247169","1243254300966416384","1238799844606726145","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@EmBee______ We completely understand your frustration, Emilia. There was an issue last week with an automated syst… https://t.co/WFLwuL0hQS",FALSE,0,"EmBee______",2020-03-26 19:09:55,TRUE,"1243202129172594689","1243253869410275329","1225016869519855616","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@Rida7655 Hi Rida. If you think your account has been disabled, please visit our Help Center for more information:… https://t.co/Kxm2bcaYFH",FALSE,0,"Rida7655",2020-03-26 15:40:45,TRUE,"1241747193695961088","1243201230526017536","1049601918786576384","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@EmBee______ Hi there. If you believe your Page may have been taken down in error, please visit our Help Center for… https://t.co/hsdzxkhV26",FALSE,0,"EmBee______",2020-03-26 15:40:15,TRUE,"1241737728007561218","1243201103073644546","1225016869519855616","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@eideticblotter You may be able to try another method to receive your security code, Lakshay. Here are some alterna… https://t.co/fDL9mABG7P",FALSE,0,"eideticblotter",2020-03-26 14:33:00,TRUE,"1242887732944228352","1243184180457955328","1092716077455355904","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@studmacha We're so glad you find the COVID-19 Information Center to be a useful resource. Our goal is to make sure… https://t.co/oB1rPjYGrP",FALSE,0,"studmacha",2020-03-26 14:30:31,TRUE,"1242925948464488449","1243183557276663810","421570234","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"An update on the work we're doing with health authorities to connect people with accurate information and limit the… https://t.co/Zrzc9JpGwA",FALSE,63,"Facebook",2020-03-25 19:57:21,TRUE,"1240355839648530432","1242903418789695488","2425151","<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","Facebook",28,FALSE,FALSE,NA,NA
"@artFling Hi Art. For additional support with Business Manager access, please visit the Facebook Business Page: https://t.co/s3UdvvTPYh. -AS",FALSE,0,"artFling",2020-03-25 18:51:40,FALSE,"1242879156993634309","1242886889423532032","139159218","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@eideticblotter Hi Lakshay. If you're having trouble with receiving a two-factor authentication code, please visit… https://t.co/gdSxxneSIC",FALSE,0,"eideticblotter",2020-03-25 18:50:25,TRUE,"1242873328571830272","1242886575211466753","1092716077455355904","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@shabee_ahmad Hi Shabee. If you're having trouble receiving a two-factor authentication code to your phone, please… https://t.co/KKI1OW0Ilb",FALSE,0,"shabee_ahmad",2020-03-25 18:49:19,TRUE,"1242798849841750016","1242886295262646272","738524084473110530","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@ifahadnasir We understand your concern, Fahad. For additional support with a disabled account, please visit our He… https://t.co/TeF0TTKvhh",FALSE,0,"ifahadnasir",2020-03-25 18:47:02,TRUE,"1242843006073331712","1242885721637023745","1086523316","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@CampbellAilsa Hi Alisa. If you think your account has been hacked or taken over, you can visit this page to secure… https://t.co/SOyOuDw2hE",FALSE,2,"CampbellAilsa",2020-03-25 17:14:07,TRUE,"1241493832916705280","1242862338778120193","811036063","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@savio_wong Thanks for appreciating our efforts, Savio_wong. We hope to continue providing helpful information to our community. -IK",FALSE,0,"savio_wong",2020-03-25 17:04:13,FALSE,"1241169462918774791","1242859845549621253","289146795","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@BoredBraixen BoredBraixen, we've described what we consider as spam here: https://t.co/zSCwCXMIbL. If you don't ag… https://t.co/WjMyJ0zIwd",FALSE,1,"BoredBraixen",2020-03-25 17:03:28,TRUE,"1241074031266353153","1242859656612958208","1015090602126520320","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@kerryon_kerry Thank you for joining the discussion, Kerryon. Informing our community members is a priority for us right now. -AM",FALSE,0,"kerryon_kerry",2020-03-25 16:48:35,FALSE,"1241005428370214913","1242855914387828737","839015401","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@indravikram Hi Indra. Thanks for reaching out. Please visit our Help Center for further assistance with your accou… https://t.co/qOEMC07pXZ",FALSE,0,"indravikram",2020-03-25 16:43:47,TRUE,"1242436807330918401","1242854705006428160","130077220","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@iVallabh_K Hi Vallabh. If you're having trouble with two-factor authentication code, please visit our Help Center:… https://t.co/tMe78ChKMD",FALSE,0,"iVallabh_K",2020-03-25 16:43:22,TRUE,"1242427791057928192","1242854602115969025","4481793379","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@YasirMahendra Hi Yasir. If you believe your account was taken over by someone else, please secure it here: https://t.co/MLhGANiXsm. -AM",FALSE,1,"YasirMahendra",2020-03-25 16:42:10,FALSE,"1241400068852166656","1242854297714298882","1240910124325031936","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@PattiCage Hi Patti. We're always working to improve the Facebook experience. Please let us know what we can do to… https://t.co/3XNsDnBBmG",FALSE,0,"PattiCage",2020-03-25 16:38:14,TRUE,"1241178353836711942","1242853307304927233","250820929","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@AraciMark Hi Mark. We know challenging times can bring out fraudulent advertising, and we depend on people like yo… https://t.co/6qaqOnQP0j",FALSE,0,"AraciMark",2020-03-24 22:08:21,TRUE,"1242552094483243008","1242573997360873472","1171064103307284486","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@SMBclix Hi there. For further assistance troubleshooting your ad account and Facebook pixel, please visit the Face… https://t.co/zs5ErwrlbY",FALSE,1,"SMBclix",2020-03-24 19:04:50,TRUE,"1242506059945820167","1242527812768104449","2612197382","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@janiedelaney Hi there. For assistance with your ad account, you can visit the Facebook Business Page for further h… https://t.co/wG3dmiMwzX",FALSE,0,"janiedelaney",2020-03-24 19:02:39,TRUE,"1242454450716975106","1242527264614412288","17848133","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@HUtangclan95 Thank you for your feedback, Jason. We're so glad you're enjoying the new feature. -AM",FALSE,0,"HUtangclan95",2020-03-24 17:37:56,FALSE,"1241018168484810754","1242505943880892417","124864218","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@DennisS15379086 Hi Dennis. We understand your frustration and recommend reaching out to our Help Center for assist… https://t.co/1iOwaYpPya",FALSE,0,"dennis729012",2020-03-24 15:19:18,TRUE,"1240647078843420672","1242471055324639233","1240228027180736512","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@AdelaideJosh AdelaideJosh, please visit the Facebook Business Help Centre for assistance with the problem that you… https://t.co/pXO4AP7GWi",FALSE,0,"AdelaideJosh",2020-03-24 13:13:10,TRUE,"1242154141797036033","1242439315918970881","1450895869","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@kei_marz Kei_marz, please check what steps we have taken to make sure everyone has access to accurate information… https://t.co/KWpQ69niJB",FALSE,1,"kitttsm",2020-03-24 13:12:33,TRUE,"1240869900500910081","1242439158078910464","988422440391819269","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@hannahmenzing We are glad to hear that, Hannahmenzing. Messenger Kids lets parents control the contact list, but t… https://t.co/myXYgf5Ip7",FALSE,1,"hannahmenzing",2020-03-24 13:12:10,TRUE,"1240803381020672006","1242439063312850944","228502590","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@jenny_anne3 This isn't our intention, Jenny_anne3. Please share your concerns about the new features here:… https://t.co/2PwiVq807T",FALSE,0,"jenny_anne3",2020-03-24 13:10:28,TRUE,"1240669252836823043","1242438632612364289","249046183","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@metaviv Metaviv, in response to the coronavirus outbreak, we are supporting the global public health community’s w… https://t.co/lTplgxEeGc",FALSE,0,"metaviv",2020-03-24 13:10:01,TRUE,"1240437976745652225","1242438519844294656","341075360","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@yikesahootie @yikesahootie, stay up to date on our efforts to fight misinformation and how we respond to the outbr… https://t.co/4ptaiD1pL5",FALSE,0,"yikesahootie",2020-03-24 13:09:16,TRUE,"1239278312217653248","1242438330458836992","1471611","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@mattyigreene Mattyigreene, if you've responded to the invitation with Interested or Going, people might be able to… https://t.co/zQREZwi7zX",FALSE,1,"mattyigreene",2020-03-24 13:08:57,TRUE,"1240739837084348430","1242438251232673794","24732076","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@lazyjedi83 We understand why you might feel that way, Lazyjedi83. Please check what is considered to be spam on Fa… https://t.co/BFRxM72YCT",FALSE,1,"lazyjedi83",2020-03-24 13:08:29,TRUE,"1240730289963491328","1242438134475804672","3041625650","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@DaviesFulam Hi there. If you believe your account was taken over by someone else, please secure it here: https://t.co/MLhGANiXsm. -AM",FALSE,0,"DaviesFulam",2020-03-23 19:29:38,FALSE,"1240729698931478529","1242171667482152960","1064895585126371328","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@NicESpurling Thanks for reaching out, Nicola. Earlier this week there was an issue with an automated system removi… https://t.co/MglBVuY5BZ",FALSE,2,"NicESpurling",2020-03-23 15:37:10,TRUE,"1239614309597974529","1242113166470868993","380182503","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@shah_subhash1 Hi there, Subhash. If you'd like to remove or edit the ads you see, please visit our Help Center her… https://t.co/xMJwByUVLa",FALSE,1,"shah_subhash1",2020-03-23 15:08:18,TRUE,"1241241857851449344","1242105900107591680","3073012369","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@NotEasyBNGreen Hi Andrew. We understand your frustration. You can adjust your ad preferences through this Help Cen… https://t.co/qIOaCFYbEY",FALSE,1,"NotEasyBNGreen",2020-03-22 17:18:44,TRUE,"1239980693314207750","1241776334973485056","356374205","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",1,FALSE,FALSE,NA,NA
"@lilbolillo Hi there. You can report something you see on Marketplace through this link: https://t.co/y1trQF8mQ5. -UP",FALSE,0,"lilbolillo",2020-03-22 17:17:56,FALSE,"1239979464701829120","1241776133638479872","934931050051993600","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@avikpal4u We understand your concern. For additional support with a disabled account, please visit our Help Center… https://t.co/WLBfX8CvTT",FALSE,1,"avikpal4u",2020-03-22 17:17:14,TRUE,"1241449333364424704","1241775960581496832","935578074967547904","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",1,FALSE,FALSE,NA,NA
"@ronniep Hi Ronnie. We're so happy to hear you and your community are finding ways to stay connected. -UP",FALSE,2,"ronniep",2020-03-22 17:15:29,FALSE,"1239617522326032401","1241775519126802433","17040068","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
"@Greenhousegurl Hi Liz. If adjustments you've made to your News Feed preferences aren't working, you can learn how… https://t.co/3VRVuBr2lH",FALSE,0,"Greenhousegurl",2020-03-22 17:14:52,TRUE,"1239376414887022593","1241775365552369668","3063809470","<a href=""https://www.lithium.com"" rel=""nofollow"">Lithium Tech.</a>","Facebook",0,FALSE,FALSE,NA,NA
